X,Y,OBJECTID,LATITUDE,LONGITUDE,ROUTES
-76.990422000255876,38.807433999690872,2030,38.807434,-76.990422,"D12,D12V2"
-76.990639999740168,38.807525000393177,2031,38.807525,-76.99064,D12
-76.990852000383214,38.785875000329114,2032,38.785875,-76.990852,"D13,D14,D14V1"
-76.990671000373865,38.785880999750077,2033,38.785881,-76.990671,"D13,D13C,D14,D14C"
-76.999215000009215,38.74284199980594,2034,38.742842,-76.999215,"P17,P18,P19"
-76.999028000372391,38.74278200013093,2035,38.742782,-76.999028,"P17,P18,P19"
-76.992059000581676,38.782816000186408,2036,38.782816,-76.992059,"D13,D13C,D14,D14C"
-76.992288999975884,38.782750000540339,2037,38.78275,-76.992289,"D13,D14,D14V1"
-77.010318000680698,38.670116999727121,2038,38.670117,-77.010318,"W19,W19V2"
-77.010640000406795,38.669987000007964,2039,38.669987,-77.01064,"W19,W19V2"
-76.99587000020243,38.814939000503749,2040,38.814939,-76.99587,
-76.990463000754616,38.804887000098979,2041,38.804887,-76.990463,D12
-76.990296000368275,38.80489300063158,2042,38.804893,-76.990296,"D12,D12V2"
-76.988610000080001,38.802750000174051,2043,38.80275,-76.98861,"W13,W13V1,W14"
-76.989004999486383,38.802802999622337,2044,38.802803,-76.989005,"W13,W13C,W14"
-76.995231000646342,38.814388999510378,2045,38.814389,-76.995231,D12
-76.98831500059147,38.790451000211441,2046,38.790451,-76.988315,"D13,D13C,D14,D14C"
-76.988316999728568,38.790719999900269,2047,38.79072,-76.988317,"D13,D14,D14V1"
-76.996330000467907,38.816096999984168,2048,38.816097,-76.99633,"D12,D14,D14C"
-76.995951000273379,38.815647999992386,2049,38.815648,-76.995951,"D12,D12V2,D14,D14V1"
-77.001202999963269,38.826733000062944,2050,38.826733,-77.001203,"A46,A46V1,A48,A48V1,A6,A6V1,A8,A8V1,A9"
-76.987759999740035,39.040884999956617,2051,39.040885,-76.98776,
-76.997316000199291,39.03533400005152,2052,39.035334,-76.997316,"Z2V2,Z2V4,Z2V5,Z2VS,Z6,Z6V1,Z8,Z8V1,Z8V2,Z8V3,Z8V4,Z8V5,Z8V9"
-76.997221000227299,39.035213000246941,2053,39.035213,-76.997221,"Z2V4,Z2V5,Z2VS,Z6,Z6C,Z8,Z8C,Z8V1,Z8V2,Z8V3,Z8V9"
-76.981403000267946,39.04152900008291,2054,39.041529,-76.981403,"Z6,Z6C,Z8,Z8C,Z8V1,Z8V2,Z8V3,Z8V9"
-76.981475000175635,39.041632999930449,2055,39.041633,-76.981475,"Z6,Z6V1,Z8,Z8V1,Z8V2,Z8V3,Z8V4,Z8V5,Z8V9"
-76.983603000348609,39.041327000653482,2056,39.041327,-76.983603,"Z6,Z6C,Z8,Z8C,Z8V1,Z8V2,Z8V3,Z8V9"
-76.983398999952158,39.041501999943598,2057,39.041502,-76.983399,"Z6,Z6V1,Z8,Z8V1,Z8V2,Z8V3,Z8V4,Z8V5,Z8V9"
-76.999725000118815,39.034101000391317,2058,39.034101,-76.999725,"Z2V4,Z2V5,Z2VS,Z6,Z6C,Z8,Z8C,Z8V1,Z8V2,Z8V3,Z8V9"
-76.999897999578195,39.034182999886426,2059,39.034183,-76.999898,"Z2V2,Z2V4,Z2V5,Z2VS,Z6,Z6V1,Z8,Z8V1,Z8V2,Z8V3,Z8V4,Z8V5,Z8V9"
-76.991635999656637,39.039208999771077,2060,39.039209,-76.991636,"Z2V2,Z2V4,Z2V5,Z2VS,Z6,Z6V1,Z8,Z8V1,Z8V2,Z8V3,Z8V4,Z8V5,Z8V9"
-76.991731999382324,39.038977999818592,2061,39.038978,-76.991732,"Z2V4,Z2V5,Z2VS,Z6,Z6C,Z8,Z8C,Z8V1,Z8V2,Z8V3,Z8V9"
-76.989279000497831,39.040239000246252,2062,39.040239,-76.989279,"Z6,Z6C,Z8,Z8C,Z8V1,Z8V2,Z8V3,Z8V9"
-76.989368999898204,39.040395000151392,2063,39.040395,-76.989369,"K6,Z6,Z6V1,Z8,Z8V1,Z8V2,Z8V3,Z8V4,Z8V5,Z8V9"
-76.995895999959188,39.036656000064163,2064,39.036656,-76.995896,"Z2V2,Z2V4,Z2V5,Z2VS,Z6,Z6V1,Z8,Z8V1,Z8V2,Z8V3,Z8V4,Z8V5,Z8V9"
-76.995646999837945,39.036734000215461,2065,39.036734,-76.995647,"Z2V4,Z2V5,Z2VS,Z6,Z6C,Z8,Z8C,Z8V1,Z8V2,Z8V3,Z8V9"
-76.99424000050989,39.037925000583947,2066,39.037925,-76.99424,"Z2V4,Z2V5,Z2VS,Z6,Z6C,Z8,Z8C,Z8V1,Z8V2,Z8V3,Z8V9"
-76.99426999967821,39.038091999493545,2067,39.038092,-76.99427,"Z2V2,Z2V4,Z2V5,Z2VS,Z6,Z6V1,Z8,Z8V1,Z8V2,Z8V3,Z8V4,Z8V5,Z8V9"
-76.985764000025313,39.041331999674973,2068,39.041332,-76.985764,"Z6,Z6V1,Z8,Z8V1,Z8V2,Z8V3,Z8V4,Z8V5,Z8V9"
-76.986552000282614,39.041102999836028,2069,39.041103,-76.986552,"Z6,Z6C,Z8,Z8C,Z8V1,Z8V2,Z8V3,Z8V9"
-76.987880999785546,39.041005999848451,2070,39.041006,-76.987881,"K6,Z6,Z6V1,Z8,Z8V1,Z8V2,Z8V3,Z8V4,Z8V5,Z8V9"
-77.266046000092686,38.897993000460623,2071,38.897993,-77.266046,2T
-77.265660000425029,38.898150999502455,2072,38.898151,-77.26566,
-77.03015500033726,38.910124999612918,2073,38.910125,-77.030155,"63,G2"
-77.028900000575391,38.909350000076962,2074,38.90935,-77.0289,"63,G2"
-77.178438999783708,38.77519000028817,2075,38.77519,-77.178439,S80
-77.178600000239598,38.775097999975465,2076,38.775098,-77.1786,S80
-77.178585000223023,38.776354000447235,2077,38.776354,-77.178585,S80
-77.178449000191961,38.777029000120869,2078,38.777029,-77.178449,S80
-77.201065999924182,39.154643999988131,2079,39.154644,-77.201066,"J7,J9"
-77.203773000085349,39.157277000375927,2080,39.157277,-77.203773,"J7,J9"
-77.198991000245329,39.152808000641571,2081,39.152808,-77.198991,"J7,J9"
-76.84126700040774,38.904442000161588,2082,38.904442,-76.841267,"C21,C21C,C21V1,C22,C22V1,C29C,C29V4"
-76.841664000277177,38.904384999611899,2083,38.904385,-76.841664,"C21,C21V1,C22,C22V1,C29V1,C29V2,C29V4"
-76.871606000291308,38.905105000187284,2084,38.905105,-76.871606,F14
-76.870818999904657,38.905277999664335,2085,38.905278,-76.870819,"F14,F14V1"
-76.873748999913758,38.904114999805508,2086,38.904115,-76.873749,F14
-76.873538999734109,38.904026999708947,2087,38.904027,-76.873539,"F14,F14V1"
-76.829114000491799,38.954960000046121,2088,38.95496,-76.829114,
-76.826450999577276,38.950143000415018,2089,38.950143,-76.826451,"F13,F13V1,F13V2"
-76.828052000652804,38.95320000042684,2090,38.9532,-76.828052,
-77.093619000265733,38.932485000195065,2091,38.932485,-77.093619,M4
-77.100849999722513,38.935145999719524,2092,38.935146,-77.10085,M4
-77.093700999224865,38.932605999991402,2093,38.932606,-77.093701,M4
-77.097939000087862,38.932910999892705,2094,38.932911,-77.097939,M4
-77.111113000346421,38.935812999729244,2095,38.935813,-77.111113,"D6,M4"
-76.981480999680215,38.987809999923975,2096,38.98781,-76.981481,F8
-77.008701000824402,38.964922000298984,2097,38.964922,-77.008701,K2
-77.006256999902462,38.968234999667459,2098,38.968235,-77.006257,K2
-77.007036999682555,38.967178999854582,2099,38.967179,-77.007037,K2
-77.023405999422934,38.945465000250081,2100,38.945465,-77.023406,"62,62VS1,63"
-77.025258000240399,38.942653999947794,2101,38.942654,-77.025258,"62,63"
-77.0250139999103,38.943288999964288,2102,38.943289,-77.025014,"62,62VS1,63"
-77.02361300079167,38.944862999682115,2103,38.944863,-77.023613,"62,63"
-77.010459000496979,38.962563000429277,2104,38.962563,-77.010459,K2
-77.022691999545771,38.946087999685041,2105,38.946088,-77.022692,"62,63"
-77.009211000167795,38.964552000277337,2106,38.964552,-77.009211,K2
-77.021343000066565,38.948234000514226,2107,38.948234,-77.021343,"62,62VS1,63"
-77.02103799995956,38.948332000012385,2108,38.948332,-77.021038,"62,63"
-77.019926000337065,38.949822000204279,2109,38.949822,-77.019926,"62,63"
-77.019973999998555,38.95007999974834,2110,38.95008,-77.019974,"62,62VS1,63"
-77.010392000293834,38.962952999605214,2111,38.962953,-77.010392,K2
-76.946355999686901,38.836318000399061,2112,38.836318,-76.946356,"D12,D12V2,H11,H12,H12V1"
-76.946733999519694,38.836158000291341,2113,38.836158,-76.946734,"D12,H11,H12"
-76.737490000559447,38.956890000251434,2114,38.95689,-76.73749,"B22,B22V1"
-76.737866000039148,38.956691000316077,2115,38.956691,-76.737866,B22
-76.742292000662928,38.957946000054491,2116,38.957946,-76.742292,B22
-76.742463999808194,38.958318999951068,2117,38.958319,-76.742464,"B22,B22V1"
-76.729254999958002,38.959215000126008,2118,38.959215,-76.729255,B22
-76.731413999741804,38.95862699978845,2119,38.958627,-76.731414,B22
-76.731179000347026,38.958737999932431,2120,38.958738,-76.731179,"B22,B22V1"
-76.727319999925598,38.960893000280372,2121,38.960893,-76.72732,"B22,B22V1"
-76.727198999470701,38.960843000116448,2122,38.960843,-76.727199,B22
-76.735323999935559,38.958297999729929,2123,38.958298,-76.735324,"B22,B22V1"
-76.735356000119324,38.958172999807921,2124,38.958173,-76.735356,B22
-76.74069300007443,38.957076999686812,2125,38.957077,-76.740693,"B22,B22V1"
-76.740572000019426,38.956953000574266,2126,38.956953,-76.740572,B22
-76.728953000139725,38.95950100025464,2127,38.959501,-76.728953,"B22,B22V1"
-76.743936999868296,38.957408000476462,2128,38.957408,-76.743937,B22
-76.744153000423807,38.957411000161471,2129,38.957411,-76.744153,"B22,B22V1"
-76.936035000410016,38.935923000164522,2130,38.935923,-76.936035,"R11,R12"
-76.933950000019138,38.933556000149409,2131,38.933556,-76.93395,"R11,R12"
-76.934255999729729,38.933450000197666,2132,38.93345,-76.934256,"R11,R12"
-76.931524999496673,38.929750999848835,2133,38.929751,-76.931525,"R11,R12"
-76.931382999933831,38.930049999891907,2134,38.93005,-76.931383,"R11,R12"
-76.93172199987481,38.945159000547797,2135,38.945159,-76.931722,"R11,R12"
-76.931543999799331,38.944851999861278,2136,38.944852,-76.931544,"R11,R12"
-76.923591000311689,38.954131999498543,2137,38.954132,-76.923591,"R11,R12"
-76.891923999930924,39.007183000529437,2138,39.007183,-76.891924,G12
-76.931047999917737,38.920638999443604,2139,38.920639,-76.931048,"F1,F2,F2V1,R11,R12"
-76.931028000098394,38.921893000376535,2140,38.921893,-76.931028,"R11,R12,W4"
-76.929710999725472,38.947650000334825,2141,38.94765,-76.929711,"R11,R12"
-76.929290000113582,38.947701999562682,2142,38.947702,-76.92929,"R11,R12"
-76.927277999459889,38.95040799969518,2143,38.950408,-76.927278,"R11,R12"
-76.927078000052887,38.950208000560764,2144,38.950208,-76.927078,"R11,R12"
-76.930540000174105,38.92213999948379,2145,38.92214,-76.93054,"F1,F2,F2C"
-76.923412999478757,38.953722000443484,2146,38.953722,-76.923413,"R11,R12"
-76.914726999606174,38.972613999993122,2147,38.972614,-76.914727,"R11,R12"
-76.922331000191221,38.956152000189945,2148,38.956152,-76.922331,"R11,R12"
-76.935904999670996,38.935313000381079,2149,38.935313,-76.935905,"R11,R12"
-76.922973000039889,38.95496900007651,2150,38.954969,-76.922973,"R11,R12"
-76.933252999907253,38.932311000029273,2151,38.932311,-76.933253,"R11,R12"
-76.932555999793664,38.931974999851796,2152,38.931975,-76.932556,"R11,R12"
-76.927880000567768,38.92590699952423,2153,38.925907,-76.92788,"F1,F2,F2C,R11,R12,W4"
-76.9282149995867,38.92586500010011,2154,38.925865,-76.928215,"F1,F2,F2V1,R11,R12,W4"
-76.920771000236499,38.957870000001321,2155,38.95787,-76.920771,"R11,R12"
-76.921121999444111,38.957900000064043,2156,38.9579,-76.921122,"R11,R12"
-76.920088000060773,38.959872000215825,2157,38.959872,-76.920088,"R11,R12"
-76.919779000175396,38.959802999844968,2158,38.959803,-76.919779,"R11,R12"
-76.915975000156351,38.971389999894576,2159,38.97139,-76.915975,F6
-76.919504999399365,38.961680999554424,2160,38.961681,-76.919505,"R11,R12"
-76.919860999849789,38.961484000368323,2161,38.961484,-76.919861,"R11,R12"
-76.918855000565685,38.96337600007675,2162,38.963376,-76.918855,"R11,R12"
-76.91912599966615,38.963699000357046,2163,38.963699,-76.919126,"R11,R12"
-76.917226000073541,38.969286000481318,2164,38.969286,-76.917226,F6
-76.91641600038605,38.969959000665611,2165,38.969959,-76.916416,"F6,F6V1"
-76.923036000020531,38.955492999718238,2166,38.955493,-76.923036,"R11,R12"
-76.918001999959543,38.967850000362986,2167,38.96785,-76.918002,F6
-76.917836000067808,38.967654999964843,2168,38.967655,-76.917836,"F6,F6V1"
-76.934114999859332,38.943080000061308,2169,38.94308,-76.934115,"R11,R12"
-76.933610999565573,38.9430840000486,2170,38.943084,-76.933611,"R11,R12"
-76.943011000445566,38.903505999552969,2171,38.903506,-76.943011,
-76.939238000422066,38.906053999702962,2172,38.906054,-76.939238,
-76.957546000327781,38.891213000205767,2173,38.891213,-76.957546,U4
-76.958223000336673,38.890523999936299,2174,38.890524,-76.958223,U4
-76.936919000439019,38.909506999896429,2175,38.909507,-76.936919,
-76.941212000041276,38.904891999673957,2176,38.904892,-76.941212,
-76.940825999488297,38.90450800048913,2177,38.904508,-76.940826,
-76.940208000542654,38.905795999819944,2178,38.905796,-76.940208,
-76.944481999717027,38.903150999341172,2179,38.903151,-76.944482,
-76.939202999364696,38.906923000299365,2180,38.906923,-76.939203,
-76.936273000005073,38.909378999945567,2181,38.909379,-76.936273,
-76.934429000329871,38.911492999590486,2182,38.911493,-76.934429,
-76.935131999767449,38.911529000272907,2183,38.911529,-76.935132,
-76.946494000065186,38.9016000001386,2184,38.9016,-76.946494,"U5,U5CV3,U6"
-76.947721000096266,38.900620000154206,2185,38.90062,-76.947721,
-76.94486199977365,38.902720999836184,2186,38.902721,-76.944862,"U5,U5CV3,U6"
-76.944992000222584,38.902765000505909,2187,38.902765,-76.944992,"U5,U5CV3,U6"
-77.114668000290692,38.827744000406128,2188,38.827744,-77.114668,"8W,8Z"
-77.110962000163823,38.828673000029127,2189,38.828673,-77.110962,"8W,8Z"
-77.11201200012988,38.82786799951203,2190,38.827868,-77.112012,"8W,8Z"
-76.990342999496917,38.819877999516443,2191,38.819878,-76.990343,"P12,P12V1"
-76.990349000767196,38.81975799972799,2192,38.819758,-76.990349,P12
-76.993609999742063,38.819173999582063,2193,38.819174,-76.99361,"D12,D14,D14C,P12,P12V1"
-76.992776999669147,38.819280999922086,2194,38.819281,-76.992777,"D12,D12V2,D14,D14V1,P12"
-76.988623000319137,38.82014799985474,2195,38.820148,-76.988623,P12
-76.988897000314026,38.820153999990765,2196,38.820154,-76.988897,"P12,P12V1"
-77.054470000378458,38.895860999702975,2197,38.895861,-77.05447,"80,80V1"
-77.029883000153177,38.956164999565097,2198,38.956165,-77.029883,"E2,E4"
-77.02955399939637,38.956290000255237,2199,38.95629,-77.029554,"E2,E4"
-77.015824999757456,38.956529000020126,2200,38.956529,-77.015825,"E2,E4"
-77.018064999748958,38.956570999541434,2201,38.956571,-77.018065,"E2,E4"
-77.018009999996991,38.956451999839835,2202,38.956452,-77.01801,"E2,E4"
-77.019617000251031,38.956405000152614,2203,38.956405,-77.019617,"E2,E4"
-77.020160000067733,38.956512999636189,2204,38.956513,-77.02016,"E2,E4"
-77.022447000161506,38.956318999768577,2205,38.956319,-77.022447,"E2,E4"
-77.022187000525861,38.956458000203341,2206,38.956458,-77.022187,"E2,E4"
-77.024157000215766,38.956272000056195,2207,38.956272,-77.024157,"E2,E4"
-77.023924000454556,38.956405999749293,2208,38.956406,-77.023924,"E2,E4"
-77.025942999510292,38.956211999539619,2209,38.956212,-77.025943,"E2,E4"
-77.025613999544618,38.956353000205425,2210,38.956353,-77.025614,"E2,E4"
-77.032961000347854,38.956133000306217,2211,38.956133,-77.032961,"E2,E4"
-77.032963999972139,38.956295000172297,2212,38.956295,-77.032964,"E2,E4"
-77.027796000140242,38.956304000150922,2213,38.956304,-77.027796,"E2,E4"
-77.02761199920451,38.956167000445831,2214,38.956167,-77.027612,"E2,E4"
-76.892632000506936,39.006925000545202,2215,39.006925,-76.892632,
-76.888034999889385,38.918568000395034,2216,38.918568,-76.888035,F12
-76.887822000539174,38.918638999699681,2217,38.918639,-76.887822,"F12,F12C"
-76.886731000167075,38.920534999628977,2218,38.920535,-76.886731,F12
-76.886413000444804,38.920768000046415,2219,38.920768,-76.886413,"F12,F12C"
-76.988424000490539,38.887396999630489,2220,38.887397,-76.988424,C40
-76.808151999625579,38.890634999778882,2221,38.890635,-76.808152,"C21,C21V1,C22,C22V1,C29C,C29V4"
-76.808458999671444,38.890253999735918,2222,38.890254,-76.808459,"C21,C21V1,C22,C22V1,C29V1,C29V2,C29V4"
-76.810912000496771,38.886920000415472,2223,38.88692,-76.810912,"C21,C21V1,C22,C22V1,C29V1,C29V2,C29V4"
-76.811197999437184,38.886373000015716,2224,38.886373,-76.811198,"C21,C21V1,C22,C22V1,C29C,C29V4"
-76.807209999804286,38.89583500034864,2225,38.895835,-76.80721,"C21,C21V1,C22,C22V1,C29V1,C29V2,C29V4"
-76.809318000101172,38.888435000112246,2226,38.888435,-76.809318,"C21,C21V1,C22,C22V1,C29C,C29V4"
-76.809600000050551,38.888396999897367,2227,38.888397,-76.8096,"C21,C21V1,C22,C22V1,C29V1,C29V2,C29V4"
-76.812576999921546,38.885438000316697,2228,38.885438,-76.812577,"C21,C21V1,C22,C22V1,C29C,C29V4"
-76.812493000265363,38.885699999869864,2229,38.8857,-76.812493,"C21,C21V1,C22,C22V1,C29V1,C29V2,C29V4"
-76.807901999542793,38.892405000666507,2230,38.892405,-76.807902,"C21,C21V1,C22,C22V1,C29V1,C29V2,C29V4"
-76.807293999579883,38.894741999785097,2231,38.894742,-76.807294,"C21,C21V1,C22,C22V1,C29V1,C29V2,C29V4"
-76.813902999786663,38.884852999582662,2232,38.884853,-76.813903,"C21,C21V1,C22,C22V1,C29V1,C29V2,C29V4"
-76.814093999313897,38.88453000059463,2233,38.88453,-76.814094,"C21,C21V1,C22,C22V1,C29C,C29V4"
-76.807699999864852,38.892359000257571,2234,38.892359,-76.8077,"C21,C21V1,C22,C22V1,C29C,C29V4"
-76.807297999968412,38.893859000665749,2235,38.893859,-76.807298,"C21,C21V1,C22,C22V1,C29C,C29V4"
-76.807006999596553,38.895912000465934,2236,38.895912,-76.807007,"C21,C21V1,C22,C22V1,C29C,C29V4"
-76.777901999939417,38.891133999729476,2237,38.891134,-76.777902,"C26,C29C,C29V1,C29V2,C29V4"
-76.780473999377591,38.890838000267443,2238,38.890838,-76.780474,"C26,C29C,C29V1,C29V2,C29V4"
-76.784246000626624,38.890185999579934,2239,38.890186,-76.784246,"C26,C29C,C29V1,C29V2,C29V4"
-77.214316999389766,38.819153999770862,2240,38.819154,-77.214317,
-77.21455900073633,38.819210000097179,2241,38.81921,-77.214559,
-77.216830999444312,38.81755000054109,2242,38.81755,-77.216831,
-77.10558499983425,38.839856000056301,2243,38.839856,-77.105585,7C
-77.101095999671983,38.836622999880007,2244,38.836623,-77.101096,
-77.084726999662948,38.825138000419003,2245,38.825138,-77.084727,28A
-77.094101999611965,38.831686000204151,2246,38.831686,-77.094102,
-77.09436600029791,38.832054000315402,2247,38.832054,-77.094366,
-77.106661999874845,38.840697000308417,2248,38.840697,-77.106662,"7A,7AV1,7C,7F,7Y"
-77.093487000379127,38.831212999747684,2249,38.831213,-77.093487,
-77.093380000344695,38.83128200020095,2250,38.831282,-77.09338,
-77.102955000590782,38.837239000114479,2251,38.837239,-77.102955,7C
-77.102398000355649,38.837257999681654,2252,38.837258,-77.102398,
-77.105505000471567,38.839499999554768,2253,38.8395,-77.105505,
-76.998492000633192,39.141841999668522,2254,39.141842,-76.998492,"Z2V4,Z2VS"
-76.997489000701364,39.058786999748612,2255,39.058787,-76.997489,"C8V2,Z2V4,Z2V5,Z2VS"
-76.997855000382344,39.058767999992426,2256,39.058768,-76.997855,"C8V1,C8V2,Z2V2,Z2V4,Z2V5,Z2VS"
-76.998200999180469,39.061415000342194,2257,39.061415,-76.998201,"C8V2,Z2V4,Z2V5,Z2VS"
-77.003719000201002,39.099473999982209,2258,39.099474,-77.003719,"Z2V4,Z2VS"
-77.003392000327494,39.099663000222662,2259,39.099663,-77.003392,"Z2V5,Z2VS"
-77.002452999901976,39.073403999731489,2260,39.073404,-77.002453,"C8V2,Z2V4,Z2V5,Z2VS"
-77.002810999736639,39.073508000187893,2261,39.073508,-77.002811,"C8V1,C8V2,Z2V2,Z2V4,Z2V5,Z2VS"
-77.00845500050518,38.957535000382727,2262,38.957535,-77.008455,K6
-77.008495000328551,38.957753000256595,2263,38.957753,-77.008495,"K6,K6V2"
-77.007425000025179,38.958937999572861,2264,38.958938,-77.007425,K6
-77.007686999609021,38.958838999869727,2265,38.958839,-77.007687,"K6,K6V2"
-77.005259000431181,38.961854999999225,2266,38.961855,-77.005259,K6
-77.005503999637469,38.961788999870564,2267,38.961789,-77.005504,"K6,K6V2"
-77.00496700036544,38.962496999555349,2268,38.962497,-77.004967,"K6,K6V2"
-77.004730000647058,38.962571999723714,2269,38.962572,-77.00473,K6
-77.004159999975329,38.963586000501707,2270,38.963586,-77.00416,"K6,K6V2"
-77.003926000681773,38.96364499969863,2271,38.963645,-77.003926,K6
-77.003189999792184,38.964637000027899,2272,38.964637,-77.00319,K6
-77.003268999445766,38.964815999656608,2273,38.964816,-77.003269,"K6,K6V2"
-77.011409000596686,38.953826000005549,2274,38.953826,-77.011409,64
-77.048428999474481,38.904207000475978,2275,38.904207,-77.048429,"H1,L1,N3"
-77.013195999577064,38.951423999512791,2276,38.951424,-77.013196,64
-77.015584000298773,38.948201000198353,2277,38.948201,-77.015584,64
-77.015609999509806,38.94789800042529,2278,38.947898,-77.01561,"64,64V1"
-77.017380999511005,38.94547699988231,2279,38.945477,-77.017381,"64,64V1"
-77.017198999163426,38.94608199949176,2280,38.946082,-77.017199,64
-77.021434999428948,38.940434000211077,2281,38.940434,-77.021435,64
-77.022958000179571,38.938343000027785,2282,38.938343,-77.022958,64
-77.014058999430731,38.950262999711235,2283,38.950263,-77.014059,64
-77.014119000203237,38.949919000194562,2284,38.949919,-77.014119,"64,64V1"
-77.012996999604809,38.951418999696202,2285,38.951419,-77.012997,"64,64V1"
-77.011629999489045,38.953265999951341,2286,38.953266,-77.01163,"64,64V1"
-77.010431999336831,38.954893000210276,2287,38.954893,-77.010432,"64,64V1"
-77.047463000493877,38.9055039996706,2288,38.905504,-77.047463,"H1,L1,N3,N3V1"
-77.046985999730325,38.905748000163833,2289,38.905748,-77.046986,
-77.026947999567895,38.932945000037677,2290,38.932945,-77.026948,"63,64,H8"
-77.045394000346008,38.90743599952377,2291,38.907436,-77.045394,"H1,L1,N3"
-77.046158000336447,38.906904999711188,2292,38.906905,-77.046158,"D1,D3,D6,H1,L1,L2,N3,N3V1"
-77.025976999605589,38.933878999986227,2293,38.933879,-77.025977,"63,64,H8"
-77.022484999768992,38.938585000212193,2294,38.938585,-77.022485,"64,64V1"
-77.021690999520146,38.939650999946629,2295,38.939651,-77.021691,"64,64V1"
-77.025237000548174,38.935280000565783,2296,38.93528,-77.025237,"63,64,H8"
-77.020818999848402,38.9408360002096,2297,38.940836,-77.020819,"64,64V1"
-77.020038000231466,38.941889999837507,2298,38.94189,-77.020038,"64,64V1"
-77.020079999979515,38.942226000165896,2299,38.942226,-77.02008,64
-77.053971999935754,38.898781999913474,2300,38.898782,-77.053972,"80,80V1"
-77.018494999562662,38.944322999887781,2301,38.944323,-77.018495,64
-77.018427999670948,38.944093000202798,2302,38.944093,-77.018428,"64,64V1"
-77.01790900085939,38.914389999577288,2303,38.91439,-77.017909,"96,96CV1,96CV3,96V1"
-77.012725000522664,38.900051000118843,2304,38.900051,-77.012725,"96,96CV1,96CV3,96V1"
-77.01375400021837,38.902899000298753,2305,38.902899,-77.013754,"96,96CV1,96CV3,96V1"
-77.014929999300975,38.905937000181332,2306,38.905937,-77.01493,"96,96CV1,96CV3,96V1"
-77.015284000090247,38.907114999955887,2307,38.907115,-77.015284,"96,96CV1,96CV3,96V1"
-77.015457999839796,38.907030000179617,2308,38.90703,-77.015458,"96,96C,96V1,96V2"
-77.016348999669134,38.910066999566681,2309,38.910067,-77.016349,"96,96CV1,96CV3,96V1"
-77.016464000704076,38.909816000247829,2310,38.909816,-77.016464,"96,96C,96V1,96V2"
-77.014286999614114,38.904358000365121,2311,38.904358,-77.014287,"96,96CV1,96CV3,96V1"
